game_id,game_seconds,game_period,x_coord,y_coord,shot_distance,shot_angle,shot_type,empty_net,last_event_type,last_event_x,last_event_y,time_since_last_event,distance_from_last_event,friendly_skaters,opposing_skaters,attacking_team_id,attacking_team_name,home_team,is_goal,rebound,shot_angle_change,speed
2017021065,3359,3,-72.0,-13.0,21.400934559032695,-37.40535663140855,wrist,0,hit,-50.0,-15.0,6,22.090722034374522,5,5,15,Capitals,Capitals,0,False,0.0,3.681787005729087
2017021065,3361,3,-78.0,8.0,13.601470508735444,36.02737338510361,wrist,0,shot-on-goal,-72.0,-13.0,2,21.840329667841555,5,5,15,Capitals,Capitals,0,True,73.43273001651215,10.920164833920778
2017021065,3360,3,-80.0,3.0,9.486832980505138,18.43494882292201,,1,shot-on-goal,-78.0,8.0,-1,5.385164807134504,5,5,15,Capitals,Capitals,0,True,-17.5924245621816,0.0
2017021065,3395,3,-17.0,-27.0,76.89603370785778,-20.556045219583464,wrist,0,takeaway,-30.0,38.0,26,66.2872536767062,5,5,15,Capitals,Capitals,0,False,0.0,2.5495097567963922
2017021065,3410,3,52.0,6.0,37.48332962798263,-9.211026540816668,,1,faceoff,-69.0,-22.0,14,124.19742348374221,5,5,52,Jets,Capitals,0,False,0.0,8.871244534553016
2017021065,3511,3,36.0,33.0,62.433965115151864,-31.90810693565316,slap,0,giveaway,90.0,32.0,0,54.00925846556311,5,5,52,Jets,Capitals,0,False,0.0,0.0
2017021065,3568,3,-61.0,-21.0,35.0,-36.86989764584402,wrist,0,faceoff,69.0,-22.0,43,130.00384609695206,5,5,15,Capitals,Capitals,0,False,0.0,3.0233452580686526
2017021065,3585,3,-61.0,-3.0,28.160255680657446,-6.1155035662854065,wrist,0,missed-shot,-61.0,-21.0,17,18.0,5,5,15,Capitals,Capitals,0,False,0.0,1.0588235294117647
2017021065,3684,4,74.0,17.0,22.67156809750927,-48.57633437499735,slap,0,takeaway,34.0,-33.0,61,64.03124237432849,4,3,15,Capitals,Capitals,0,False,0.0,1.0496924979398112
2017021065,3688,4,76.0,-5.0,13.92838827718412,21.037511025421818,wrist,0,shot-on-goal,74.0,17.0,4,22.090722034374522,4,3,15,Capitals,Capitals,0,True,69.61384540041917,5.522680508593631
2017021065,3695,4,71.0,-8.0,19.697715603592208,23.962488974578182,snap,0,shot-on-goal,76.0,-5.0,7,5.830951894845301,4,3,15,Capitals,Capitals,0,True,2.9249779491563643,0.832993127835043
2017021065,3706,4,58.0,10.0,32.57299494980466,-17.87869659584134,slap,0,shot-on-goal,71.0,-8.0,11,22.20360331117452,4,3,15,Capitals,Capitals,0,True,-41.841185570419526,2.0185093919249564
2017021065,3734,4,60.0,23.0,37.013511046643494,-38.418055344821994,slap,0,hit,-61.0,-32.0,14,132.9135057095403,4,3,15,Capitals,Capitals,0,False,0.0,9.493821836395735
2017021065,3744,4,87.0,-9.0,9.219544457292887,77.47119229084849,backhand,0,faceoff,69.0,22.0,9,35.84689665786984,4,4,15,Capitals,Capitals,0,False,0.0,3.9829885175410933
2017021065,3807,4,74.0,1.0,15.033296378372908,-3.8140748342903543,wrist,0,hit,57.0,-12.0,2,21.400934559032695,4,4,15,Capitals,Capitals,0,False,0.0,10.700467279516348
2017021065,3851,4,74.0,1.0,15.033296378372908,-3.8140748342903543,wrist,0,faceoff,69.0,22.0,43,21.587033144922902,3,3,15,Capitals,Capitals,1,False,0.0,0.502024026626114
